10.904943	-76.0	21.121012
10.795538	-79.0	23.694515
10.532612	77.0	25.578186
10.626789	-79.0	25.578186
10.588641	78.0	25.578186
10.755906	-76.0	23.224062
10.740475	-74.0	23.224062
10.673537	76.0	25.313072
10.810485	-75.0	20.692196
11.827271	-74.0	18.5932
11.7925	71.0	18.5932
11.32836	-75.0	19.082914
10.944891	74.0	20.000576
11.2176285	-73.0	19.470713
11.286304	-72.0	19.082914
10.714255	73.0	23.224062
10.785173	74.0	20.692196
10.99795	-80.0	22.03607
10.909307	78.0	21.121012
11.06339	-78.0	20.692196
