-19391.568	-6.73276	-746.88153	87.60907	11.44727
-19382.855	-6.73276	-746.3347	77.071594	11.36882
-19437.404	-5.37587	-728.59406	103.095276	11.23833
-19437.205	-6.73276	-713.7046	112.97095	11.47432
-18782.457	-9.92371	-696.81177	122.93799	9.95038
-19368.385	-6.73276	-745.10535	81.45593	10.8379
-19347.926	-6.73276	-724.6499	103.16412	10.65598
-19293.027	-7.25741	-709.03723	111.70166	11.3921
-19252.932	-7.25741	-707.4178	111.536255	11.3921
-19236.334	-7.25741	-706.6984	111.521545	11.3921
-19228.924	-7.25741	-712.08887	110.27252	11.3921
-19220.516	-7.25741	-713.2308	108.609375	11.23254
-19125.96	-7.25741	-673.09247	144.99652	11.21918
-19076.105	-7.25741	-674.2617	143.73798	11.21918
-19406.576	-7.20833	-736.9603	98.80023	11.39342
-19362.016	-7.25741	-703.41583	129.13824	11.39342
-19346.266	-7.25741	-706.1278	134.77972	11.39342
-19231.16	-7.37631	-662.04877	178.81464	11.39342
-19177.79	-7.37631	-662.8443	176.89795	11.39342
-19087.646	-7.37631	-660.27704	174.17487	11.39342
-19389.871	-6.73276	-741.4065	86.52466	11.39342
-19389.357	-6.73276	-747.1752	76.43976	11.39342
-19373.438	-6.92532	-744.8209	75.42169	11.39342
-19326.738	-6.92532	-725.5991	99.19476	11.24589
-19311.84	-6.92532	-730.7574	94.71124	11.24589
-19270.842	-7.20833	-704.0681	126.3457	11.24589
-19241.172	-7.20833	-704.6735	122.496826	11.24589
-19152.387	-7.20833	-694.64	131.4342	10.75546
-19413.408	-5.37587	-726.12103	100.401	11.68075
-19396.293	-5.37587	-726.59534	96.59503	11.68075
-19385.451	-5.37587	-727.3824	91.91327	11.06797
-19371.486	-5.37587	-725.3529	94.09076	11.00818
-19248.465	-7.20833	-667.9588	144.41254	11.00818
-19194.305	-7.20833	-667.62195	144.37494	11.00818
-19163.402	-7.20833	-668.15674	141.54309	10.8706
-19124.285	-7.25741	-672.1646	134.47241	10.69626
-19052.936	-7.25741	-675.4902	129.47797	10.69626
-19005.717	-7.25741	-673.42554	132.15552	10.45514
-18896.447	-7.37631	-663.00244	141.00201	10.45514
-19434.25	-6.73276	-715.33264	117.40662	11.45164
-19404.748	-7.25741	-710.53503	119.95996	11.45164
-19395.373	-7.25741	-711.0597	114.255615	11.47432
-19357.154	-7.25741	-718.5223	112.876526	11.45164
-19292.51	-7.25741	-715.7467	112.651245	11.45164
-19248.273	-7.25741	-714.1799	110.416016	11.45164
-19233.578	-7.25741	-716.1183	111.91095	11.45164
-19204.566	-7.25741	-717.0821	112.15112	11.45164
-19183.24	-7.35527	-718.5181	108.497314	11.45164
-19129.113	-7.37631	-694.88257	140.06604	11.45164
-19040.553	-7.37631	-695.0265	140.04028	11.45164
-19032.18	-5.37587	-719.37006	100.380615	10.60707
-19024.121	-5.37587	-725.2905	90.16785	10.55983
-19030.008	-5.37587	-724.4446	91.992065	10.62309
-19050.4	-5.37587	-726.22675	93.23419	10.79213
-19020.787	-6.92532	-720.3363	99.173706	10.79213
-18993.406	-7.35527	-717.7267	106.204346	11.17452
-18806.543	-9.92371	-697.5768	128.18555	10.93618
-18783.752	-9.84581	-698.7816	131.25946	10.93618
-18808.44	-9.7632	-707.4598	115.32648	11.21249
-18827.906	-9.34398	-702.4744	123.153564	11.21249
-18818.78	-9.34398	-707.0696	122.59021	11.21249
-18792.969	-9.34398	-708.472	121.19751	10.93618
-18772.012	-9.34398	-708.6311	118.57239	10.93618
-18751.928	-8.91179	-708.66266	109.7193	10.93618
-18740.32	-8.91179	-709.92426	109.66516	10.93618
-18736.154	-8.91179	-707.3584	104.82135	10.93618
-16800.924	-7.08378	-628.99786	89.7251	9.42815
-16793.484	-7.08378	-627.57574	89.62927	9.42815
-17721.229	-6.17333	-682.19214	53.67383	10.20441
-18566.912	-7.35527	-715.13794	77.82324	10.42017
-18434.277	-7.75113	-695.5702	90.56824	10.14101
-18210.46	-7.67659	-687.8541	100.41968	9.95289
-17912.977	-5.91185	-625.1823	168.31622	9.46203
-18310.32	-5.71052	-712.2794	48.6756	11.16826
-18177.549	-7.10774	-702.90955	46.887207	11.49
-18187.88	-7.10774	-704.8699	48.369385	11.49
-18073.004	-5.81378	-697.5965	48.69684	10.72567
-18052.637	-5.81378	-699.6999	48.498108	10.63814
-18501.953	-7.81729	-706.8988	63.313538	11.68075
-18415.58	-7.81729	-708.3997	61.402893	11.68075
-18278.168	-8.58895	-695.88135	71.49658	11.18258
-18380.021	-8.58895	-695.6925	78.57568	10.63438
-18343.408	-8.58895	-694.02496	74.96716	10.63438
-18309.92	-8.67813	-694.4463	74.70831	10.63438
-18312.812	-8.57555	-697.3239	78.18579	10.63438
-18242.254	-8.57555	-696.60657	73.38953	10.71214
-18224.447	-8.57555	-699.45874	71.8219	10.71214
-18585.736	-8.28674	-693.585	97.92041	10.33731
-17150.773	-8.14064	-650.09174	72.39081	9.9
-17960.04	-7.72464	-683.0975	96.5639	9.85698
-18259.889	-7.92275	-684.9085	108.800964	9.90808
-18234.33	-7.92275	-682.0162	107.1261	9.90808
-18195.633	-7.92275	-680.8414	106.161316	9.90808
-18252.77	-7.05833	-694.7889	83.21265	10.01998
-18157.75	-8.71493	-692.50037	75.64508	10.42017
-17779.139	-7.44245	-654.5013	143.83081	9.50789
-17888.463	-6.55363	-645.1642	136.70667	9.48156
-17986.377	-7.20278	-672.88104	102.586426	9.66437
-16681.66	-5.97327	-634.8381	66.32391	9.66954
-17601.246	-7.8632	-672.8455	57.65802	10.57497
-17853.137	-6.179	-693.61884	47.84558	11.16826
-17943.076	-6.96563	-686.6284	53.505676	10.51095
-17945.531	-6.96563	-689.8617	53.07788	10.6663
-17925.977	-6.9685	-686.59106	52.199158	10.64894
-17988.709	-7.23809	-687.0809	71.65613	10.01998
-17928.715	-6.29841	-690.5352	64.01074	10.0638
-17995.543	-6.93181	-687.19806	72.310974	9.96293
-17953.865	-8.06536	-684.0024	75.83783	10.02647
-18114.922	-8.87863	-666.07587	101.046814	10.16071
-18415.81	-8.5703	-697.5539	70.23987	11.33622
-18429.602	-8.5703	-698.39514	71.893616	10.66068
-18385.541	-8.5703	-693.4571	76.19202	10.64894
-18410.686	-8.5703	-696.2189	77.14392	10.64894
-18346.514	-8.5703	-700.63025	68.020935	10.64894
-18912.914	-6.31031	-692.07983	116.43353	10.48141
-18097.139	-8.47762	-683.0227	86.222046	10.04141
-17936.791	-6.09836	-676.9244	83.87933	9.81631
-17534.398	-7.76724	-659.801	73.95355	9.86002
-17438.684	-7.06965	-661.2895	71.412415	9.7632
-17546.158	-8.26015	-665.18	67.94403	10.13114
-17545.557	-8.2365	-669.55	61.773132	10.56172
-17859.277	-7.74597	-686.11255	61.810913	10.32327
-17775.701	-7.75113	-685.8945	61.472595	10.26742
-17792.814	-7.75113	-685.7776	58.786682	10.26742
-17824.502	-6.65282	-686.0863	57.075073	10.24549
-18312.543	-5.37587	-699.06726	70.14722	10.13114
-18653.797	-8.33667	-701.0827	107.39325	10.35423
-18618.7	-8.31023	-700.15234	108.79578	10.25719
-18015.387	-5.9716	-683.23193	104.74567	9.73653
-18025.406	-7.24845	-680.95557	107.12659	9.73653
-18005.287	-7.24845	-681.054	104.355286	9.73653
-17976.252	-7.33417	-682.9349	101.532104	9.78315
-18023.945	-7.33417	-686.9054	98.29663	9.78366
-17875.387	-7.58683	-679.41455	105.56305	9.78366
-17931.963	-7.58683	-679.0741	107.415955	9.78366
-17982.42	-7.58683	-680.4285	107.93335	9.78366
-17955.924	-7.58683	-678.46735	107.71069	9.78366
-17993.166	-7.58683	-677.0355	104.38519	9.78366
-17938.328	-7.38173	-678.0043	112.026794	9.7509
-17948.086	-6.65207	-678.69727	110.262695	9.68401
-17892.629	-7.90886	-676.57587	100.092896	9.78826
-17897.467	-7.90886	-674.3577	99.84015	9.78826
-17832.037	-7.91454	-676.402	80.09363	9.85799
-17922.809	-7.91454	-674.88666	81.474976	9.85799
-17897.826	-7.91454	-675.6069	83.604126	9.85799
-17963.568	-7.91454	-677.73505	85.96466	9.86002
-17963.68	-7.91454	-677.1146	87.148315	9.86002
-17984.158	-6.69701	-676.1644	85.85724	9.82344
-18076.307	-7.73628	-673.56415	119.99902	9.69845
-17988.354	-7.20833	-677.62354	99.54126	9.75295
-18014.914	-7.20833	-679.21216	102.240845	9.75295
-17843.188	-7.73628	-674.4518	97.51843	9.70567
-17838.566	-7.73628	-675.99164	90.779785	9.70567
-17158.59	-6.93181	-637.45197	91.40112	9.42338
-17484.004	-7.95362	-649.64734	97.03241	9.57392
-17599.88	-6.86513	-642.5064	114.01721	9.42444
-17573.355	-6.86513	-634.41486	121.01123	9.41701
-16757.994	-7.46391	-613.0498	101.91229	9.30645
-16687.326	-7.46391	-611.4373	100.79303	9.34398
-17134.805	-8.26378	-624.3697	106.704285	9.5551
-17576.729	-8.45931	-654.2743	84.1521	9.9564
-17424.209	-8.02434	-659.33844	73.148315	9.9564
-17435.652	-8.02434	-659.04205	72.301025	9.9564
-17481.125	-8.42378	-655.78455	83.74597	9.8214
-18118.36	-6.90652	-669.5045	100.352234	9.71185
-18067.395	-6.28252	-680.89325	89.986084	9.78315
-18039.533	-6.28252	-679.7904	89.303955	9.78775
-18028.756	-6.28252	-681.44586	88.07794	9.78315
-18049.979	-6.28252	-676.7961	84.897095	9.78315
-18066.264	-6.28252	-676.9321	88.45935	9.78315
-17954.607	-4.80521	-676.3209	86.963806	9.72985
-18004.27	-4.80521	-676.38086	88.49524	9.72985
-18036.508	-4.80521	-674.8289	92.64508	9.71185
-18024.348	-4.80521	-678.7894	90.95569	9.72985
-18003.857	-4.80521	-681.1172	87.31329	9.72985
-18003.18	-4.80521	-681.33105	87.33887	9.7632
-17978.639	-5.41756	-679.7175	89.101685	9.7632
-17963.79	-5.41756	-680.229	84.66821	9.7632
-17991.861	-5.41756	-675.29584	89.39917	9.7632
-17976.71	-5.41756	-673.53046	86.388306	9.7632
-17959.23	-6.44981	-673.35626	82.1286	9.7632
-17951.203	-6.02827	-674.23517	84.118835	9.7632
-18023.33	-4.2332	-680.2689	81.75256	9.7632
-18058.092	-4.2332	-678.2322	90.64642	9.7632
-18024.988	-4.2332	-675.45447	88.21472	9.7632
-18026.227	-4.2332	-676.4667	88.62891	9.7632
-18189.635	-5.80689	-689.52905	82.51135	9.86002
-18204.5	-5.80689	-686.2014	90.34412	9.86002
-18115.53	-7.17635	-657.3018	106.5954	9.70309
-18212.803	-6.32535	-667.9272	101.3952	9.70309
-18211.117	-7.33417	-676.27954	96.62225	9.87421
-17907.514	-8.14739	-666.1036	87.13641	9.82344
-17890.598	-8.14739	-666.18384	86.21594	9.82344
-17896.627	-8.14739	-668.87805	85.642456	9.83514
-17865.322	-8.14739	-669.76227	82.11804	9.83514
-17973.312	-7.9511	-672.95776	78.44446	9.94937
-17911.094	-8.14739	-671.3601	81.756714	9.94937
-17811.678	-8.2365	-667.82007	77.72571	9.96996
-17712.395	-8.54342	-669.9422	79.91083	10.04689
-17988.521	-8.80852	-677.6828	106.88251	10.08315
-18315.783	-8.62265	-664.66614	121.232605	10.10693
-18309.477	-8.62265	-669.4692	113.53558	10.08216
-18266.824	-8.54751	-662.01025	135.17981	9.85799
-17802.54	-7.72464	-657.53174	110.13721	9.55877
-17758.613	-7.62955	-656.2779	105.36328	9.55877
-17761.088	-7.72464	-655.5632	105.58624	9.55877
-17692.18	-7.72464	-655.30835	105.416626	9.55877
-17630.195	-7.72464	-654.35345	106.69159	9.55196
-17628.541	-7.72464	-652.672	106.24182	9.51788
-17639.838	-7.72464	-654.3282	108.6756	9.51788
-17642.47	-7.41552	-650.4645	110.21954	9.51788
-17403.129	-7.48999	-622.28125	163.10815	9.30914
-17483.195	-7.48999	-624.7811	162.59448	9.33488
-17466.059	-7.23049	-619.3179	166.12897	9.30914
-17533.467	-7.23049	-616.59015	167.55823	9.30914
-17595.43	-6.32297	-625.1857	159.59308	9.34826
-17573.682	-7.54785	-613.33936	159.42694	9.34826
-17442.748	-7.20833	-614.50037	176.44934	9.30161
-17536.023	-7.20833	-614.0638	173.47467	9.30161
-17480.914	-7.20833	-614.15186	172.5852	9.30161
-17489.861	-7.29383	-609.6652	178.95532	9.30161
-17477.256	-7.29383	-594.4371	183.85559	9.30054
-17414.887	-7.6629	-592.05756	180.24396	9.30054
-17473.682	-7.0484	-604.3925	170.53302	9.30054
-17492.656	-7.0484	-604.8817	173.76196	9.30054
-17495.78	-7.37631	-615.1541	139.5476	9.34505
-16859.482	-7.58683	-597.81354	129.25098	9.26283
-17130.31	-7.73111	-612.89734	136.83044	9.2957
-17222.2	-7.60855	-612.3649	162.78802	9.2957
-17222.73	-7.65114	-612.1279	161.9115	9.2957
-17278.611	-7.65114	-615.66345	163.89496	9.2957
-17159.506	-7.65114	-610.8813	144.89001	9.2957
-17267.145	-7.65114	-611.73376	148.60345	9.2957
-17174.85	-7.65114	-605.4597	136.7237	9.26984
-16961.104	-7.43169	-607.16003	130.46906	9.26984
-16655.865	-8.01436	-609.9739	114.77966	9.31397
-16685.686	-7.8613	-605.2843	122.114746	9.26121
-16844.672	-7.8613	-605.5214	132.8418	9.26121
-16797.56	-7.64199	-608.6969	119.77026	9.26121
-16840.498	-7.64199	-610.6772	115.90802	9.27631
-16867.646	-7.64199	-609.967	118.93048	9.27631
-16710.83	-7.64199	-603.61304	123.3681	9.23634
-16677.326	-7.64199	-603.23175	116.00006	9.23634
-16581.105	-7.54586	-601.32916	114.86395	9.23634
-16278.956	-6.22093	-592.36725	109.49707	9.07194
-16199.548	-5.14684	-605.38763	82.79059	9.25851
-17201.664	-7.24362	-622.4489	122.16083	9.32845
-17221.99	-7.24431	-621.57806	125.25049	9.32845
-17336.764	-7.24431	-619.20953	129.36053	9.32845
-17354.877	-7.24431	-618.19	127.203	9.32845
-17410.807	-7.24431	-618.6286	131.91357	9.32845
-17355.703	-7.24431	-620.4028	127.62988	9.34184
-17353.47	-7.24431	-621.31445	125.135864	9.34184
-17209.787	-7.30205	-618.94006	123.74121	9.32845
-17301.416	-7.15542	-624.4456	146.38757	9.26984
-16968.873	-7.39865	-612.2359	136.07501	9.2038
-16982.734	-7.33417	-615.30493	126.68292	9.2038
-17181.088	-7.36139	-618.7113	140.125	9.26175
-17485.27	-6.53529	-562.29395	199.39447	9.2293
-16257.886	-6.46452	-590.66614	120.81079	9.08075
-16188.486	-6.46452	-586.92773	120.35962	9.08075
-16171.777	-6.46452	-590.5026	119.73987	9.08075
